Journal Name,ISSN,ISSN Online,Start year,www,ABDC FoR code,ABDC Ranking
Journal of Market-Focused Management,1382-3019,1572-8846,1996.0,http://www.springerlink.com/,1505,B
Journal of Marketing,0022-2429,1547-7185,1936.0,http://www.jstor.org/,1505,A*
Journal of Marketing Channels,1046-669X,1540-7039,1991.0,http://www.informaworld.com/,1505,C
Journal of Marketing Communications,1352-7266,1466-4445,1995.0,http://www.informaworld.com/,1505,B
Journal of Marketing Education,0273-4753,1552-6550,1979.0,http://jmd.sagepub.com/,1505,B
Journal of Marketing for Higher Education,0884-1241,1540-7144,1988.0,http://www.informaworld.com/,1505,C
Journal of Marketing Management,0267-257X,1472-1376,1985.0,http://www.ebscohost.com/,1505,A
Journal of Marketing Research,0022-2437,1547-7193,1964.0,http://www.jstor.org/journals/,1505,A*
Journal of Marketing Theory and Practice,1069-6679,,1992.0,http://www.ebscohost.com/,1505,B
Journal of Markets and Morality,1098-1217,1944-7841,1998.0,http://www.acton.org/publications/mandm/,1402,B
Journal of Mathematical Economics,0304-4068,1873-1538,1974.0,http://www.sciencedirect.com/,1402,A
Journal of Mathematical Psychology,0022-2496,1096-0880,1964.0,http://www.sciencedirect.com/,1503,B
Journal of Media Economics,0899-7764,1532-7736,1988.0,http://www.informaworld.com/,1402,B
Journal of Medical Economics,1369-6998,1941-837X,1991.0,http://informahealthcare.com/loi/jme,1402,C
Journal of Medical Marketing,1745-7904,1745-7912,2000.0,http://www.ebscohost.com/,1505,C
Journal of Modelling in Management,1746-5664,1746-5672,2005.0,http://www.emeraldinsight.com/,1503,C
Journal of Modern Accounting and Auditing,1548-6583,1935-9683,2005.0,http://www.accountant.org.cn/,1501,C
Journal of Modern Applied Statistical Methods,1538-9472,,2002.0,http://tbf.coe.wayne.edu/jmasm/,1403,B
Journal of Monetary Economics,0304-3932,1873-1295,1975.0,http://www.sciencedirect.com/,1402,A*
Journal of Money Laundering Control,1368-5201,1758-7808,1997.0,http://www.emeraldinsight.com/,180105,C
"Journal of Money, Credit and Banking",0022-2879,1538-4616,1969.0,http://www.ebscohost.com/,1402,A
"Journal of Money, Investment and Banking",1450-288X,,2008.0,http://www.eurojournals.com/JMIB.htm,1502,C
Journal of Multi-Criteria Decision Analysis,1057-9214,1099-1360,1992.0,http://interscience.wiley.com/,1503,B
Journal of Multinational Financial Management,1042-444X,1873-1309,1990.0,http://www.elsevier.com/,1502,B
Journal of Multivariate Analysis,0047-259X,1095-7243,1971.0,http://www.sciencedirect.com/,1403,A
Journal of New Business Ideas and Trends,1446-8719,1447-9184,2003.0,,1503,C
Journal of Nonparametric Statistics,1048-5252,1029-0311,1991.0,http://www.informaworld.com/,1403,B
Journal of Nonprofit  Public Sector Marketing,1049-5142,1540-6997,1986.0,http://www.informaworld.com/,1505,B
Journal of Occupational and Organizational Psychology,0963-1798,,1922.0,http://www.bpsjournals.co.uk/journals/joop/,1503,A
Journal of Occupational Health Psychology,1076-8998,1939-1307,1996.0,http://content.apa.org/journals/ocp,1503,A
Journal of Operations Management,0272-6963,1873-1317,1980.0,http://www.elsevier.com/,1503,A*
Journal of Optimization Theory and Applications,0022-3239,1573-2878,1967.0,http://www.springerlink.com/,1503,A
Journal of Organisational Transformation and Social Change,1477-9633,2040-056X,2004.0,http://www.intellectbooks.co.uk/,1503,C
Journal of Organizational and End User Computing: the international journal of information user management,1546-2234,1546-5012,1989.0,http://www.proquest.com/,806,B
Journal of Organizational Behavior,0894-3796,1099-1379,1979.0,http://www3.interscience.wiley.com/,1503,A*
Journal of Organizational Behavior Management,0160-8061,1540-8604,1977.0,http://www.tandf.co.uk/,1503,B
Journal of Organizational Change Management,0953-4814,1758-7816,1988.0,http://www.emeraldinsight.com/,1503,B
Journal of Organizational Computing and Electronic Commerce,1091-9392,1532-7744,1991.0,http://www.ebscohost.com/,806,A
Journal of Park and Recreation Administration,0735-1968,,,http://hotel.unlv.edu/recreation/journal,1506,C
Journal of Pension Economics and Finance,1474-7472,1475-3022,2002.0,http://journals.cambridge.org/,1402,B
Journal of Performance of Constructed Facilities,0887-3828,1943-5509,1987.0,,1504,C
Journal of Personal Selling and Sales Management,0885-3134,1557-7813,1980.0,http://www.ebscohost.com/,1505,B
Journal of Personality and Social Psychology,0022-3514,1939-1315,1965.0,http://csaweb110v.csa.com/,1503,A*
Journal of Personality Assessment,0022-3891,1532-7752,1936.0,http://www.informaworld.com/,1503,A
"Journal of Pharmaceutical Finance, Economics and Policy",1538-5396,,2003.0,,1402,C
Journal of Place Management and Development,1753-8335,,2008.0,http://www.emeraldinsight.com/,1504,C
Journal of Policy Analysis and Management,0276-8739,1520-6688,1981.0,http://www3.interscience.wiley.com/,1499,A
Journal of Policy Modeling,0161-8938,,1979.0,http://www.sciencedirect.com/,1402,B
Journal of Political Economy,0022-3808,1537-534X,1892.0,http://www.journals.uchicago.edu/,1402,A*
Journal of Population Economics,0933-1433,1432-1475,1988.0,http://www.springerlink.com/,1402,A
Journal of Population Research,1443-2447,1835-9469,1984.0,http://www.springerlink.com/,1499,A
Journal of Post Keynesian Economics,0160-3477,1557-7821,1978.0,http://www.ebscohost.com/,1402,A
Journal of Power,1754-0291,1754-0305,2008.0,http://www.tandf.co.uk/,1503,C
Journal of Product and Brand Management,1061-0421,,1992.0,http://www.proquest.com/,1505,B
Journal of Product Innovation Management,0737-6782,1540-5885,1984.0,http://www3.interscience.wiley.com/,1503,A*
Journal of Productivity Analysis,0895-562X,1573-0441,1989.0,http://www.springerlink.com/,1402,A
Journal of Professional Issues in Engineering Education and Practice,1052-3928,1943-5541,1956.0,http://pubs.asce.org/journals/professionalissues/,1503,B
Journal of Promotion Management: innovations in planning  applied research,1540-7594,1049-6491,1991.0,http://www.informaworld.com/,1505,B
"Journal of Property Investment and Finance
(Formerly Journal of Property Valuation and Investment)",1463-578X,1470-2002,1982.0,http://www.proquest.com/,1504,B
Journal of Property Management: the official publication of the Institute of Real Estate Management,0022-3905,,1934.0,http://www.irem.org/sechome.cfm?sec=JPM,1504,C
Journal of Property Research,0959-9916,1466-4453,1984.0,http://www.ebscohost.com/,1504,B
Journal of Public Administration Research and Theory,1053-1858,1477-9803,1991.0,http://jpart.oxfordjournals.org/,1499,A
Journal of Public Affairs,1472-3891,1479-1854,2001.0,http://www3.interscience.wiley.com/,1505,B
"Journal of Public Budgeting, Accounting and Financial Management",1096-3367,1945-1814,1989.0,,1501,B
Journal of Public Economic Theory,1097-3923,1467-9779,1999.0,http://www3.interscience.wiley.com/,1402,B
Journal of Public Economics,0047-2727,,1972.0,http://www.sciencedirect.com/,1402,A*
Journal of Public Finance,1120-7019,,1983.0,,1499,C
Journal of Public Policy,0143-814X,1469-7815,1981.0,http://journals.cambridge.org/,1499,B
Journal of Public Policy  Marketing,0743-9156,1547-7207,1982.0,http://www.marketingpower.com/,1505,A
Journal of Public Relations Research,1062-726X,1532-754X,1989.0,http://www.ebscohost.com/,1505,C
Journal of Public Transportation,1077-291X,,1997.0,http://www.nctr.usf.edu/,1507,C
Journal of Purchasing and Supply Management,1478-4092,1873-6505,1992.0,http://www.elsevier.com/,1503,C
Journal of Quality Assurance in Hospitality  Tourism,1528-008X,1528-0098,2000.0,http://www.ebscohost.com/,1506,C
Journal of Quality Technology,0022-4065,0022-4065,1969.0,http://www.proquest.co.uk/en-UK/,1503,A
Journal of Quantitative Economics,0971-1554,,1985.0,http://www.tiesindia.net/,1402,B
Journal of Real Estate Finance and Economics,0895-5638,1573-045X,1988.0,http://www.springerlink.com/,1504,B
Journal of Real Estate Literature,0927-7544,1573-8809,1993.0,http://www.springerlink.com/,1504,C
Journal of Real Estate Portfolio Management,1083-5547,,1995.0,http://www.ebscohost.com/,1504,B
Journal of Real Estate Practice and Education,1521-4842,1930-8914,1998.0,,1504,B
Journal of Real Estate Research,0896-5803,,1986.0,http://www.ebscohost.com/,1504,B
Journal of Regional Science,0022-4146,1467-9787,1958.0,http://www3.interscience.wiley.com/,1402,A
Journal of Regulatory Economics,0922-680X,1573-0468,1989.0,http://www.springerlink.com/,1402,A
Journal of Relationship Marketing,1533-2667,1533-2675,1995.0,http://www.informaworld.com/,1505,C
Journal of Research and Practice in Information Technology,1443-458X,0004-8917,1967.0,http://www.acs.org.au/jrpit/index.html,806,B
Journal of Research for Consumers,1444-6359,,2001.0,http://www.jrconsumers.com/,1505,C
Journal of Research in Marketing and Entrepreneurship,1471-5201,1471-521X,1999.0,http://emeraldinsight.com/,1505,C
Journal of Research Practice,1712-815X,,2005.0,http://jrp.icaap.org/,1503,C
Journal of Retail and Leisure Property,1479-1110,1750-2098,2000.0,http://www.palgrave-journals.com/,1502,B
Journal of Retailing,0022-4359,1873-3271,1925.0,http://www.proquest.com/,1505,A*
Journal of Retailing and Consumer Services,0969-6989,1873-1384,1994.0,http://www.sciencedirect.com/,1505,B
Journal of Revenue and Pricing Management,1476-6930,1477-657X,2002.0,http://www.palgrave-journals.com/,1505,B
Journal of Risk,1465-1211,1755-2842,1999.0,http://www.thejournalofrisk.com/,1502,C
Journal of Risk and Insurance,0022-4367,1539-6975,1957.0,http://www.blackwellpublishing.com/,1502,A
Journal of Risk and Uncertainty,0895-5646,1573-0476,1988.0,http://www.springerlink.com/,1401,A*
Journal of Risk Research,1366-9877,1466-4461,1998.0,http://www.tandf.co.uk/,1502,C
Journal of Safety Research,0022-4375,1879-1247,1969.0,http://www.sciencedirect.com/,1507,C
Journal of Scheduling,1094-6136,1099-1425,1998.0,http://www.springerlink.com/,1503,A
Journal of Selling and Major Account Management,1463-1431,,,http://www.cob.niu.edu/jsmam/,1505,C
Journal of Service Management,1757-5818,1757-5826,1990.0,http://www.ingentaconnect.com/,1503,B
Journal of Service Research,1094-6705,1552-7379,1998.0,http://jsr.sagepub.com/,1505,A
Journal of Services Marketing,0887-6045,,1986.0,http://www.emeraldinsight.com/,1505,B
Journal of Services Research,0972-4702,,2001.0,http://www.jsr-iimt.in/,1505,C
Journal of Small Business and Enterprise Development,1462-6004,1758-7840,1991.0,http://www.emeraldinsight.com/,1503,C
Journal of Small Business and Entrepreneurship,0827-6331,,1983.0,http://www.ccsbe.org/jsbe,1503,C
Journal of Small Business Management,0047-2778,1540-627X,1963.0,http://www.blackwellpublishing.com/,1503,A
Journal of Small Business Strategy,1081-8510,,1990.0,http://www.proquest.co.uk/en-UK/,1503,C
Journal of Social and Economic Development,0972-5792,,1998.0,http://www.isec.ac.in/journal.htm,1402,C
Journal of Social Policy,0047-2794,1469-7823,1972.0,http://journals.cambridge.org/,1503,A
Journal of Social Psychology,0022-4545,1940-1183,1929.0,http://www.ebscohost.com/,1503,B
"Journal of Social, Political and Economic Studies",0278-839X,,1976.0,http://www.proquest.co.uk/en-UK/,1402,C
Journal of Socio-Economics,1053-5357,1879-1239,1972.0,http://www.sciencedirect.com/,1402,B
Journal of Sociology,1440-7833,1741-2978,1965.0,http://jos.sagepub.com/,1503,B
Journal of Software Maintenance and Evolution: research and practice,1532-060X,1532-0618,1989.0,http://www3.interscience.wiley.com/,806,B
Journal of South Asian Development,0973-1741,0973-1733,2006.0,http://sad.sagepub.com/,1402,C
Journal of Southeast Asian Studies,0022-4634,1474-0680,1960.0,http://www.jstor.org/,1503,C
Journal of Sponsorship,1754-1360,1754-1379,2007.0,,1505,C
Journal of Sport and Social Issues,0193-7235,1552-7638,1977.0,http://jss.sagepub.com/,1504,B
Journal of Sport Behaviour,0162-7341,,1978.0,http://www.proquest.com/,1504,C
Journal of Sport Economics,1527-0025,1552-7794,2000.0,http://jse.sagepub.com/,1504,B
Journal of Sport History,0094-1700,,1974.0,http://www.la84foundation.org/,1504,C
Journal of Sport Management,0888-4773,1543-270X,1987.0,http://hk.humankinetics.com/,1504,A
Journal of Sport Tourism,1477-5085,1029-5399,1993.0,http://www.informaworld.com/,1506,C
Journal of Sports Economics,1527-0025,1552-7794,2000.0,http://jse.sagepub.com/,1402,B
Journal of State Taxation,0744-6713,,1982.0,http://www.ebscohost.com/,180125,C
Journal of Statistical Computation and Simulation,0094-9655,1563-5163,1972.0,http://www.informaworld.com/,1403,C
Journal of Statistical Planning and Infererence,0378-3758,1873-1171,1977.0,http://www.sciencedirect.com/,1403,A
Journal of Statistical Research,0256-422X,,1970.0,,1403,C
Journal of Statistical Software,1548-7660,,1996.0,http://www.jstatsoft.org/,1403,C
Journal of Statistical Theory and Applications,1538-7887,,2002.0,http://www.mscs.mu.edu/~jsta/,1403,C
Journal of Statistics and Management Systems,0972-0510,,1998.0,,1403,C
Journal of Statistics Education,1069-1898,,1993.0,http://www.amstat.org/publications/jse/,1403,B
Journal of Strategic Marketing,0965-254X,1466-4488,1993.0,http://www.ebscohost.com/,1505,A
Journal of Strategy and Management,1755-425X,,2008.0,http://www.emeraldinsight.com/,1503,C
Journal of Supply Chain Management: a global review of purchasing and supply,1523-2409,1745-493X,1965.0,http://www.blackwellpublishing.com/,1503,B
Journal of Sustainable Tourism,0966-9582,1747-7646,1993.0,http://www.swetswise.com/,1506,A
Journal of Systems and Information Technology,1328-7265,1758-8847,1997.0,http://www.emeraldinsight.com/,806,C
Journal of Systems and Software,0164-1212,1873-1228,1979.0,http://www.sciencedirect.com/,806,A
"Journal of Targeting, Measurement  Analysis for Marketing",0967-3237,,1992.0,http://www.ebscohost.com/,1505,C
Journal of Taxation of Investments ,0747-9115,1933-933X,1983.0,http://www.civicresearchinstitute.com/jti.html,180125,C
"Journal of Taxation: a national journal of current developments, analysis, and commentary for tax professionals",0022-4863,,1954.0,http://ria.thomsonreuters.com/,180125,B
Journal of Teaching in International Business,0897-5930,1528-6991,1989.0,http://www.informaworld.com/,1503,C
Journal of Teaching in Travel and Tourism: the professional journal of the international society of travel and tourism educators,1531-3220,1531-3239,2001.0,http://www.ebscohost.com/,1506,C
Journal of Technology Management and Innovation,0718-2724,,2005.0,http://www.jotmi.org/,1503,C
Journal of Technology Management in China,1746-8779,1746-8787,2006.0,http://www.emeraldinsight.com/,1503,C
Journal of Technology Transfer,0892-9912,1573-7047,1976.0,http://springerlink.metapress.com/,1503,C
Journal of the Academy of Marketing Science,0092-0703,1552-7824,1973.0,http://www.springerlink.com/,1505,A*
Journal of the ACM,0004-5411,1557-735X,1954.0,http://jacm.acm.org/,806,A*
Journal of the American Medical Informatics Association,1067-5027,1527-974X,1994.0,http://www.ncbi.nlm.nih.gov/,806,B
Journal of the American Statistical Association,0162-1459,1537-274X,1888.0,http://www.amstat.org/publications/jasa.cfm,1403,A*
Journal of the American Taxation Association,0198-9073,1558-8017,1979.0,http://aaapubs.aip.org/jata/,180125,A
Journal of the Asia Pacific Centre for Environmental Accountability,1448-6679,,1996.0,http://www.unisa.edu.au/cags/journals.asp,1501,C
Journal of the Asia Pacific Economy,1354-7860,1469-9648,1995.0,http://www.informaworld.com/,1402,B
Journal of the Association of Information Systems,1536-9323,1558-3457,2000.0,http://www.ebscohost.com/,806,A
Journal of the Australasian Law Teachers Association,1836-5612,,2008.0,http://www.alta.edu.au/JALTA.htm,180105,C
Journal of the Australasian Tax Teachers Association,1832-911X,,2005.0,http://www.atax.unsw.edu.au/,180125,B
Journal of the Economic and Social History of the Orient,0022-4995,1568-5209,1957.0,http://www.swetswise.com/,1402,B
Journal of the European Economic Association,1542-4766,1542-4774,2003.0,http://www.mitpressjournals.org/,1402,A
Journal of the History of Economic Thought,1053-8372,1469-9656,1979.0,http://journals.cambridge.org/,1401,B
